college_name,about,address,affiliated,state,college_type,established,exam,courses,accreditations,approvals,gender,student_count,faculty_count,gender_percentage,campus_size,website_link
"Mohamed Sathak College of Arts and Science, Chennai",NA,"Mohamed Sathak College of Arts and Science, No 13, Medavakkam Road, Chennai-600119, Tamil Nadu, India","University of Madras, Chennai",Tamil Nadu,Private,1991,TANCET,"12, Degrees and , ,45, Courses",NAAC,Affiliated,Co-ed,5310,104,Male 69% and Female 31%,"10, acres",https://www.careers360.com/colleges/mohamed-sathak-college-of-arts-and-science-chennai
"Mohamed Sathak Polytechnic College, Kilakarai",NA,"Mohamed Sathak Polytechnic College, East Coast Road, Kilakarai, District Ramanathapuram, Pincode-623806, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Government,1980,NA,"1, Degrees and , ,10, Courses",NA,Affiliated,NA,1153,23,NA,"30, acres",https://www.careers360.com/colleges/mohamed-sathak-polytechnic-college-kilakarai
"Mohamed Sathak Engineering College, Kilakarai",NA,"Mohamed Sathak Engineering College, Sathak Nagar, East Coast Road, Kilakarai, Ramanathapuram-623806, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,1984,TANCET,"5, Degrees and, ,23, Courses",NAAC,Affiliated,Co-ed,1480,209,Male 80% and Female 20%,"107, acres",https://www.careers360.com/colleges/mohamed-sathak-engineering-college-kilakarai
"Mookambigai College of Engineering, Pudukkottai",NA,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur P.O, Keeranur, Pudukkottai, Tamil Nadu, Pincode 622502, India","Anna University, Chennai",Tamil Nadu,Private,1985,NA,"2, Degrees and , ,12, Courses",NA,Affiliated,Co-ed,1380,136,NA,"52, acres",https://www.careers360.com/colleges/mookambigai-college-of-engineering-pudukkottai
"Morning Star Polytechnic College, Nagercoil",NA,"Morning Star Polytechnic College, Chunkankadai, Nagercoil, District Kanyakumari, Pincode-629003, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1984,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,814,43,NA,"25, acres",https://www.careers360.com/colleges/morning-star-polytechnic-college-nagercoil
"Mother Terasa College of Engineering and Technology, Pudukkottai",NA,"Mother Terasa College Of Engineering and Technology, Mettusalai, Illuppur, Pudukkottai-622102, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2009,TANCET,"2, Degrees and , ,13, Courses",NA,Affiliated,Co-ed,665,114,NA,"10, acres",https://www.careers360.com/colleges/mother-terasa-college-of-engineering-and-technology-pudukkottai
"Murugappa Polytechnic College, Chennai",NA,"Murugappa Polytechnic College, Sathyamurthy Nagar, Avadi, Chennai–600062, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Government,1957,NA,"1, Degrees and , ,11, Courses",NA,Autonomous,Co-ed,1406,65,NA,"32, acres",https://www.careers360.com/colleges/murugappa-polytechnic-college-chennai
"Muruga Polytechnic College, Villupuram",NA,"Muruga Polytechnic College, Melur(Post), Kallakurichi (Tk), Villupuram Dist.-606201, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1998,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,NA,892,64,NA,"9, acres",https://www.careers360.com/colleges/muruga-polytechnic-college-villupuram
"Murugesan Institute of Technology, Salem",NA,"Murugesan Institute of Technology, Selem-Attur Main Road, Karumapuram, Karipatti (PO), Selem-636003, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1997,NA,NA,NA,Affiliated,NA,615,44,NA,NA,https://www.careers360.com/colleges/murugesan-institute-of-technology-salem
"Mount Zion College of Engineering and Technology, Pudukkottai",NA,"Mount Zion College of Engineering and Technology, Lena Vilakku, Pilivalam P.O, Thirumayam Tk., Pudukkottai Dt, Pincode 622507, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2001,TANCET,"2, Degrees and , ,9, Courses",NAAC,Affiliated,Co-ed,1414,101,Male 71% and Female 29%,"30, acres",https://www.careers360.com/colleges/mount-zion-college-of-engineering-and-technology-pudukkottai
"Musiri Institute of Technology Polytechnic College, Pudupatti",NA,"Musiri Institute of Technology Polytechnic College, Annai Nagar, Thuraiyur Road, M.Pudupatti (Po), Musiri (Tk), District Tiruchirappalli, Pincode-621211, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2007,NA,"1, Degrees and , ,7, Courses",NA,Affiliated,NA,869,48,NA,"8, acres",https://www.careers360.com/colleges/musiri-institute-of-technology-polytechnic-college-pudupatti
"Muslim Arts College, Thiruvithancode",NA,"Muslim Arts College, No.1, New Street, Thiruvithancode, Nagercoil, Kanyakumari Dist- 629174, Tamil Nadu, India","Manonmaniam Sundaranar University, Tirunelveli",Tamil Nadu,Private,1982,NA,"11, Degrees and, ,44, Courses",NA,Affiliated,Co-ed,1974,180,NA,NA,https://www.careers360.com/colleges/muslim-arts-college-thiruvithancode
"Muthayammal College of Engineering, Namakkal",NA,"Muthayammal College of Engineering, Rasipuram, Namakkal District, Pincode 637408, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2000,TANCET,"2, Degrees and , ,7, Courses",NA,Affiliated,Co-ed,755,92,NA,"13, acres",https://www.careers360.com/colleges/muthayammal-college-of-engineering-namakkal
"Mother Terasa Polytechnic College, Pudukkottai",NA,"Mother Terasa Polytechnic College, Mettusalai, Illuppur-622102, Pudukkottai, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2006,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,790,55,NA,"100, acres",https://www.careers360.com/colleges/mother-terasa-polytechnic-college-pudukkottai
"Muthayammal College of Arts and Science, Namakkal",NA,"Muthayammal College of Arts and Science, Namakkal, Rasipuram-637408, Namakkal, Tamil Nadu, India","Periyar University, Salem",Tamil Nadu,Private,1994,NA,"10, Degrees and , ,45, Courses",NAAC,Affiliated,Co-ed,4864,296,Male 55% and Female 45%,"10, acres",https://www.careers360.com/colleges/muthayammal-college-of-arts-and-science-namakkal
"Muthayammal Polytechnic College, Rasipuram",NA,"Muthayammal Polytechnic College, Rasipuram, Namakkal, Pincode-637408, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1984,NA,"1, Degrees and, ,8, Courses",NA,Affiliated,NA,2066,118,NA,"25, acres",https://www.careers360.com/colleges/muthayammal-polytechnic-college-rasipuram
"Muthayammal Polytechnic Institution, Rasipuram",NA,"Muthayammal Polytechnic Institution, Rasipuram - 637408, Namakkal District, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2010,NA,NA,NA,Affiliated,NA,1319,82,NA,NA,https://www.careers360.com/colleges/muthayammal-polytechnic-institution-rasipuram
"Muthayammal Engineering College, Namakkal","The college was established in ,under the aegis of the Muthayammal Educational Trust and Research Foundation. , is an autonomous institution affiliated to Anna University. Muthayammal Engineering College, Namakkal is approved by the All India Council for Technical Education (AICTE). Muthayammal Engineering College, Namakkal is accredited by the National Board of Accreditation (NBA) National Assessment and Accreditation Council (NAAC). The college is located in Kakkaveri, Tamil Nadu. The college offers undergraduate, postgraduate and doctoral courses. ","Muthayammal Engineering College, Rasipuram-637408, Namakkal Dt, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2000,TANCET,"5, Degrees and , ,25, Courses",NAAC,Autonomous,Co-ed,2658,352,Male 75% and Female 25%,"12, acres",https://www.careers360.com/colleges/muthayammal-engineering-college-namakkal
"NA Manjammal Polytechnic College, Rajapalayam",NA,"N.A Manjammal Polytechnic College, M.P.K Post, Rajapalayam, Virudunagar, Pincode 626110, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1985,NA,"1, Degrees and , ,4, Courses",NA,Affiliated,NA,333,39,NA,"23, acres",https://www.careers360.com/colleges/na-manjammal-polytechnic-college-rajapalayam
"Muthiah Polytechnic College, Annamalainagar",NA,"Muthiah Polytechnic College, Annamalainagar, Pincode-608002, Chennai, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1958,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,NA,1189,17,NA,"13, acres",https://www.careers360.com/colleges/muthiah-polytechnic-college-annamalainagar
"NPR Polytechnic College, Dindigul",NA,"NPR Polytechnic College, N P R Nagar, Natham, Dindigul district, Pincode-624401, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2007,NA,"1, Degrees and , ,3, Courses",NA,Affiliated,NA,582,47,NA,"11, acres",https://www.careers360.com/colleges/npr-polytechnic-college-dindigul
"NPR College of Engineering and Technology, Dindigul",NA,"NPR College of Engineering and Technology, NPR Nagar, Natham, Dindigul (District), Tamilnadu, Pincode 624401, India","Anna University, Chennai",Tamil Nadu,Private,2008,NA,"3, Degrees and , ,11, Courses",NAAC,Affiliated,Co-ed,833,101,NA,"15, acres",https://www.careers360.com/colleges/npr-college-of-engineering-and-technology-dindigul
"NR School of Architecture, Coimbatore",NA,"NR School of Architecture, Kinathukadavu, Kondampatti, Coimbatore, Pincode-641202, Tamilnadu, India","Anna University, Chennai",Tamil Nadu,Private,2011,NA,"1, Degrees and , ,1, Courses",NA,Affiliated,NA,44,15,NA,"15, acres",https://www.careers360.com/colleges/nr-school-of-architecture-coimbatore
"NSN College of Engineering and Technology, Karur",". The trust members consist of well-known entrepreneurs, businessmen, professionals, and educators. According to the college's official website, NSN College Tamil Nadu's objective is to provide practical experience and promote research and development. The NSN College Tamil Nadu is ISO certified and is approved by the AICTE. NSN College of Engineering and Technology Karur is affiliated to the ,. The college has a total of 84 faculty and currently 871 students are enrolled in the various programmes offered by the college. The college offers 5 undergraduate and 2 postgraduate programmes in Engineering. ","NSN College of Engineering and Technology, N.S.N. Kalvi Nagar, Karur - Madurai National Highways, Manalmedu, Karur - 639003, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2011,NA,"2, Degrees and , ,7, Courses",NA,Affiliated,Co-ed,871,84,NA,NA,https://www.careers360.com/colleges/nsn-college-of-engineering-and-technology-karur
"NPA Centenary Polytechnic College, Kotagiri",NA,"NPA Centenary Polytechnic College, Sakthi Malai Road, Kotagiri-643217, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1991,NA,"1, Degrees and , ,4, Courses",NA,Affiliated,NA,402,28,NA,"20, acres",https://www.careers360.com/colleges/npa-centenary-polytechnic-college-kotagiri
"Moderator Gnanadason Polytechnic College, Kanyakumari",NA,"Moderator Gnanadason Polytechnic College, Distillery Road, Nagercoil, Kanyakumari-629001, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1983,NA,"1, Degrees and, ,8, Courses",NA,Affiliated,Co-ed,244,53,NA,"5, acres",https://www.careers360.com/colleges/moderator-gnanadason-polytechnic-college-kanyakumari
"NV Polytechnic College, Udumalpet",NA,"NV Polytechnic College, Somavarapatti Village, Pethappampatti-Udumalpet, Tirupur Dt., Pincode-642205, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2008,NA,"1, Degrees and , ,7, Courses",NA,Affiliated,NA,852,78,NA,"5, acres",https://www.careers360.com/colleges/nv-polytechnic-college-udumalpet
"Nachiappa Swamigal Polytechnic College, Sivaganga",NA,"Nachiappa Swamigal Polytechnic College, Koviloor, Sivaganga, SH-29, Karaikudi, Pincode-630307, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2009,NA,NA,NA,Affiliated,NA,755,54,NA,NA,https://www.careers360.com/colleges/nachiappa-swamigal-polytechnic-college-sivaganga
"Nachimuthu Polytechnic College, Pollachi",NA,"Nachimuthu Polytechnic College, Udumalai Road,  Pollachi-642003, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Government,1957,NA,NA,NA,Affiliated,NA,1823,102,NA,"10, acres",https://www.careers360.com/colleges/nachimuthu-polytechnic-college-pollachi
"Nadar Mahajana Sangam Kamaraj Polytechnic College, Kanyakumari",NA,"Nadar Mahajana Sangam Kamaraj Polytechnic College, Pazhavilai and Post Kanyakumari District, Pincode-629501, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1982,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,NA,1111,57,NA,"35, acres",https://www.careers360.com/colleges/nadar-mahajana-sangam-kamaraj-polytechnic-college-kanyakumari
"Nadar Saraswathi College of Arts and Science, Theni",NA,"Nadar Saraswathi College of Arts and Science, Vadaputhupathi, Theni, Pincode 625531, Tamil Nadu, India","Mother Teresa Womens University, Kodaikanal",Tamil Nadu,Private,1996,NA,"13, Degrees and , ,41, Courses",NAAC,Affiliated,NA,2674,105,NA,"18, acres",https://www.careers360.com/colleges/nadar-saraswathi-college-of-arts-and-science-theni
"Nadar Saraswathi College of Engineering and Technology, Theni",NA,"Nadar Saraswathi College of Engineering and Technology, Post Box No. 60, Annanji P.O. Vadapudupatti, Theni, Pincode 625531, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2010,NA,"2, Degrees and , ,9, Courses",NA,Affiliated,Co-ed,753,81,Male 52% and Female 48%,"21, acres",https://www.careers360.com/colleges/nadar-saraswathi-college-of-engineering-and-technology-theni
"Nandha College of Technology, Erode",NA,"Nandha College of Technology, Vaikkalmedu Bus Stop, Erode - Perundurai Main Road, Pitchandampalayam (PO), Erode, Pincode 638052, Erode Dt. Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2008,NA,"2, Degrees and , ,7, Courses",NAAC,Affiliated,Co-ed,1326,130,Male 68% and Female 32%,"6, acres",https://www.careers360.com/colleges/nandha-college-of-technology-erode
"Narasimma Pallavan Polytechnic College, Kanchipuram",NA,"Narasimma Pallavan Polytechnic College, Thimmasamudram, Whitegate, Kanchipuram, Pincode 631502, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2008,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,NA,579,71,NA,"5, acres",https://www.careers360.com/colleges/narasimma-pallavan-polytechnic-college-kanchipuram
"Nanjappa Polytechnic College, Coimbatore",NA,"Nanjappa Polytechnic College, Palanisame Ravi Nagar, Karumathampatti, Coimbatore-641659, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1982,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,239,26,NA,"22, acres",https://www.careers360.com/colleges/nanjappa-polytechnic-college-coimbatore
"Nanjiah Lingammal Polytechnic College, Coimbatore",NA,"Nanjiah Lingammal Polytechnic College, Sirumugai Road, Chikkadasam Palayam, Mettupalayam, Coimbatore, TamilNadu 641301, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1984,NA,NA,NA,Affiliated,NA,1057,81,NA,NA,https://www.careers360.com/colleges/nanjiah-lingammal-polytechnic-college-coimbatore
"Narasu's Sarathy Institute of Technology, Salem",NA,"Narasu's Sarathy Institute of Technology, Salem, Poosaripatty, Kadayampatty, Omalur, Salem District, Pincode 636305, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2008,TANCET,"2, Degrees and , ,8, Courses",NAAC,Affiliated,Co-ed,724,108,Male 70% and Female 30%,"23, acres",https://www.careers360.com/colleges/narasus-sarathy-institute-of-technology-salem
"Nandha Polytechnic College, Erode",NA,"Nandha Polytechnic College, Vaikkalmedu Bus Stop, Erode-Perundurai Main Road, Pitchandampalayam (PO), Erode-638052. Erode Dt., Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1998,NA,"1, Degrees and , ,8, Courses",NA,Affiliated,NA,1155,95,NA,"11, acres",https://www.careers360.com/colleges/nandha-polytechnic-college-erode
"Nandha Engineering College, Erode"," was established in the year ,. The institute is approved by the AICTE, New Delhi. The college is accredited by NAAC & NBA. NEC Erode is affiliated to ,. Nandha Engineering College is an autonomous institute. Currently, the institution has 3000 students enrolled in various programmes at Nandha Engineering College. The campus of Nandha Engineering College is 25 acres in size, and there are 250 faculty members on staff. The college provides undergraduate and postgraduate programmes. Nandha Engineering College offers a variety of courses, including B.E/B.Tech, M.E, and M.B.A, M.C.A. ","Nandha Engineering College, Erode-Perundurai Main Road, Vaikkaalmedu, Erode - 638052, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2001,TANCET,"4, Degrees and , ,18, Courses",NAAC,Autonomous,Co-ed,2738,250,Male 74% and Female 26%,"25, acres",https://www.careers360.com/colleges/nandha-engineering-college-erode
"Narayanaguru College of Engineering, Kanyakumari",NA,"Narayanaguru College of Engineering, Manjalumoodu P.O, (Via) Karakonam/ Kuzhithurai, Kanyakumari Dist-629151, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2002,NA,"4, Degrees and , ,15, Courses",NAAC,Affiliated,NA,452,139,NA,"10, acres",https://www.careers360.com/colleges/narayanaguru-college-of-engineering-kanyakumari
